Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 28
Pasilyo,Pasilyo,SunKissed Lola,28/10/2022,AUBEC2225179,"3,301","23,9",219619875,"22,109",8739702,69.0,99634133,"478,88","629,683",71365682,513855630,,4.0,1523,,,,,,,,269368,0.0,
Wasted Summers,Wasted Summers,juju<3,12/07/2023,QZNWT2328449,"3,307","23,9",145323071,"25,526",11685238,73.0,3663144,"87,691","272,26",104929528,725884052,24535,10.0,67,93.0,,,,,,1693,230133,0.0,
Ruin,Ruin,USHER,02/02/2024,QZS7J2388470,"3,296","23,9",19485870,"2,963",10829291,,8261042,"139,661",,,,85979923,38.0,37311,155.0,4.0,98287,32.0,3504611,728,306630,330495,0.0,
RATATATA,RATATATA,BABYMETAL,23/05/2024,GBDHC2549601,"3,289","23,9",12875105,"2,081",11902188,73.0,1913446,"61,995",,,,27144919,8.0,112,,8.0,394285,13.0,96725,87,,19323,1.0,
Seasons,Seasons,Thirty Seconds To Mars,15/08/2023,USC4R2228396,"3,311","23,9",21188649,"3,94",2622151,53.0,3560845,"38,522","7,977",1643924,34908043,13637534,22.0,131214,114.0,14.0,68273,13.0,3379301,492,,518264,1.0,
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,25/04/2019,NLM5S1900528,"3,314","23,9",650003788,"101,864",28028039,66.0,81796283,"973,317",1827953,140205934,1556374953,228229299,119.0,2151,,71.0,1362975,18.0,18664339,11955,5522362,2791949,1.0,
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,04/11/2022,USHR12244835,"3,313","23,9",92384851,"21,304",1941527,59.0,170892300,"978,438","41,6",33841573,326613325,,9.0,194,28.0,1.0,33,,,,1168388,1926994,0.0,
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,04/03/2021,QM4TX2108898,"3,309","23,9",206311125,"38,601",7092659,62.0,452730002,3243360,,,,108084173,10.0,204,6.0,5.0,33769,8.0,,,,266387,1.0,
Someone To You,Someone to You,BANNERS,09/06/2017,USUM71705215,"3,312","23,9",840041803,"147,478",46983313,70.0,219305472,2631856,"479,639",177285316,1133729550,38730,69.0,166006,50.0,22.0,154103,16.0,15118341,19027,,5463138,0.0,
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,15/11/2019,USWD11994671,"3,299","23,9",261261513,"22,264",11996134,62.0,636887969,3145041,"12,708",11647515,85253285,49066773,28.0,996,,2.0,12065,8.0,60854875,89227,,271492,0.0,
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,22/08/2023,USAT22307525,"3,293","23,9",57146959,"26,832",6612892,58.0,10407451,"123,51",,1083,16954,567550,31.0,5236,,12.0,294513,20.0,1096378,165,1400804,276612,1.0,
Winners In Paris,Winners In Paris,Sleepy Hallow,08/05/2024,USRC12401281,"3,308","23,9",9889717,"1,826",25270438,,,,,,,,15.0,25,16.0,13.0,357335,16.0,346143,215,988798,25938,1.0,
In Your Love,In Your Love,Tyler Childers,27/07/2023,USRC12300844,"3,305","23,9",86069322,"17,65",15787518,60.0,15451799,"202,322","27,45",10266486,101213993,151406536,25.0,34979,23.0,4.0,32137,69.0,23037029,5746,,287728,0.0,
Poker Face,The Fame,Lady Gaga,01/01/2008,USUM70824409,"3,302","23,9",1285242562,"216,338",88471248,77.0,256379013,2156909,"265,724",129356785,1231170484,316,172.0,287903,268.0,98.0,1410983,65.0,283521080,769916,,8551662,0.0,
Â ,Â ,MORGENSHTERN,08/03/2024,RUAGV2401222,"3,328","23,8",11170433,"2,065","364,18",61.0,35976070,1087118,,5014,35066,,11.0,3,,2.0,34118,,,,,428081,1.0,
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,15/03/2024,INZ031414584,"3,331","23,8",12044437,361,1194858,,46011423,1888358,,,,,,5,,,,8.0,,,,64035,0.0,
Que Hay Amor,Que Hay Amor,Cris Mj,04/04/2024,QM6MZ2424574,"3,322","23,8",30160112,"2,429",15875714,73.0,22379808,"224,346",,,,24278649,2.0,2,,1.0,103424,1.0,296277,53,,34074,1.0,
Boogieman,Boogieman,EBK Jaaybo,24/04/2024,QZWA32200518,"3,321","23,8",21255642,"3,519",34773501,73.0,5828561,"86,906",,,,,8.0,1,4.0,3.0,32708,4.0,173780,826,,125336,1.0,
Overcompensate (edit),Overcompensate,Twenty One Pilots,29/02/2024,USAT22401064,"3,339","23,8",12478109,"1,427",5707433,,19304985,"561,923",,,,20753976,19.0,27143,3.0,8.0,331307,2.0,1028710,166,,179749,0.0,
"Maa Nammakam Nuvve Jagan, Vol 1","Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,04/03/2024,TCAHZ2460573,"3,336","23,8","200,302",12,597,,57962118,"45,667",,,,,,,,,,,,,,450,0.0,
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,19/05/2020,QZES82074435,"3,32","23,8",312678365,"67,39",12125007,56.0,68518582,1252622,1540013,271840657,2130678972,60449,44.0,34306,,22.0,34948,12.0,14695763,7615,9056107,2434937,1.0,
Privileged Rappers,Her Loss,Drake,04/11/2022,USUG12208602,"3,33","23,8",167840439,"54,445",11034203,64.0,25641544,"341,459","11,619",6189301,52937881,1826933,6.0,24,118.0,,,,17826325,2084,,420954,1.0,
Beautiful As You,Beautiful As You,Thomas Rhett,10/05/2024,QZRD92405047,"3,316","23,8",9327924,878,21394629,72.0,"875,363","15,615",,,,,14.0,8050,23.0,,,30.0,4571242,391,,41301,0.0,
Umbrella,Good Girl Gone Bad,Rihanna,01/01/2007,USUM70736771,"3,34","23,8",1535595924,"236,327",123654318,77.0,1266946594,7227133,"14,079",13327525,123440263,168343059,249.0,262819,139.0,108.0,2095700,75.0,,,12036328,166195,0.0,
Candy,Candy,Doja Cat,23/03/2018,USRC11801164,"3,323","23,8",404872050,"55,578",17796199,72.0,89852977,1063400,3688018,295279928,3235980364,4134052,18.0,970,,12.0,139821,5.0,18176427,44010,17046120,2475830,1.0,
All I Need,Javari,Tyler Antonius,11/03/2024,QZS8H2110965,"3,318","23,8",168663071,184,"114,412",,,,,,,,,,,,,,,,,1875653,1.0,
Enough Is Enough,AUSTIN,Post Malone,28/07/2023,USUM72306021,"3,326","23,8",106740885,"16,395",7898986,66.0,4758436,"46,227","1,657",748350,12122087,5692276,10.0,48065,407.0,19.0,334708,14.0,26114309,1897,401556,432706,1.0,
Baddies,Baddies - Single,Aitch,06/06/2024,QM6MZ2489483,"3,315","23,8",5698784,846,15037150,67.0,,,,,,,21.0,221,,6.0,2866896,36.0,,,32892,11519,1.0,
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,29/01/2021,USUG12100193,"3,335","23,8",479276199,"61,386",12336155,60.0,228278348,3170402,"97,508",25648300,303099826,53842839,95.0,34379,135.0,30.0,592380,58.0,29045490,7860,,1495399,0.0,
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,01/01/2013,USCM51300136,"3,317","23,8",773746724,"52,272",8515549,27.0,121852617,1286777,"61,79",18974621,123125094,3396,20.0,,,,,1.0,1199048660,714440,,,1.0,
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,18/08/2023,USUG12301903,"3,332","23,8",1598680,45,"1,624",,,,,,,,,,,,,,153520210,28829,,,0.0,
Moon,Donda,Kanye West,29/08/2021,USUM72116291,"3,329","23,8",300082779,"103,366",12996384,65.0,26665548,"457,381","35,728",30439067,259653952,20581,25.0,634,2.0,5.0,3899,10.0,2857813,4005,,427988,0.0,
Notion,Futureproof,The Rare Occasions,05/08/2016,USHM21617726,"3,325","23,8",597718233,"172,98",21596820,76.0,152225528,2379610,"427,031",256949531,1985146213,,11.0,432,57.0,11.0,24591,6.0,6377646,15398,23761659,3504438,0.0,
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,13/08/2021,USRC12102450,"3,333","23,8",142075177,"43,68",10012685,58.0,38137678,"322,681","71,6",3411107,38844483,107261011,81.0,120200,,24.0,772263,52.0,127324521,38794,,1964096,0.0,
Outskirts,Outskirts,Sam Hunt,10/03/2023,USUM72302885,"3,334","23,8",66067682,"7,457",9164334,65.0,7470172,"52,452",411,219581,2892289,,24.0,141315,68.0,5.0,879876,12.0,35832045,2449,341717,241991,0.0,
X,X,Nicky Jam,22/02/2018,USSD11800024,"3,319","23,8",981323727,"120,261",29116272,73.0,87459823,"548,954","55,663",50590230,371899059,1571205,110.0,38418,341.0,78.0,1105005,52.0,162612776,42457,851609,13561186,0.0,
Old Days,Old Days,Lil Durk,23/02/2024,USQX92400663,"3,337","23,8",9682984,"3,542",6763625,,14270016,"247,623",,,,837599197,14.0,176,43.0,12.0,159423,18.0,4898992,867,2295111,96017,1.0,
boyfriend (with Social House),boyfriend,Ariana Grande,02/08/2019,USUG11902591,"3,324","23,8",809537829,"72,598",26362809,71.0,372025118,5569680,"193,998",65714726,449615555,205238924,60.0,4004,,24.0,199614,15.0,54140317,23831,,2626276,1.0,
Girls Just Wanna Have Some,Girls Just Wanna Have Some,dreamsoda,30/05/2024,CA5KR2463646,"3,44","23,7",51035638,,,,,,,,,,,,,,,,,,,,0.0,
"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,04/10/2019,USWB11902408,"3,364","23,7",1060667446,170,"110,712",15.0,,,1100000,42020635,381934707,,124.0,259442,,49.0,158029,6.0,214049080,134289,,3466968,0.0,
As the World Caves In,As the World Caves In,Sarah Cothran,10/06/2021,QZHNB2115936,"3,358","23,7",285568439,"67,189",16107840,65.0,161956855,3891055,"312,854",290498191,1818254854,4255620,13.0,781,,2.0,5068,,3182107,8075,,2220692,0.0,
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,28/01/2022,USA2P2201542,"3,362","23,7",94677649,"9,726",5274940,58.0,380478131,"958,443","28,439",2397842,39716201,37578282,8.0,3860,17.0,1.0,4460,9.0,13220770,2256,,405976,0.0,
Neverender,Neverender,Justice,25/04/2024,FR8EU2300010,"3,359","23,7",18919068,"4,186",20278718,74.0,1025503,"18,91",,,,,24.0,2928,10.0,28.0,2030635,107.0,340402,128,,73614,0.0,
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,17/02/2023,USRC12203634,"3,351","23,7",64851689,"10,684",6385271,57.0,26844412,"215,475","56,8",9759230,127114832,5768557,52.0,125036,1319.0,14.0,226409,26.0,27917367,3645,,1254913,1.0,
Sunshine,Sunshine,Tyga,12/08/2022,USUYG1436663,"3,363","23,7",85785871,"28,868",3335711,60.0,12121852,"157,411",813,171609,2095787,,9.0,172982,894.0,5.0,45439,16.0,23149476,2410,,1018403,1.0,
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,03/03/2017,USUM71702120,"3,347","23,7",426104353,"47,827",17515452,68.0,1075650402,4140985,"7,16",2166168,19811260,169913135,50.0,2239,,16.0,100201,20.0,60221325,16680,,1316950,1.0,
Batï¿½ï¿½kÂ ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,15/12/2023,DGA0Q2317094,"3,36","23,7",56695409,"4,559",4098516,68.0,63800824,"219,647",,,,289637676,3.0,1643,,2.0,1581911,,,,,239217,0.0,
SHAKE SUMN,CALL DA FIREMAN,DaBaby,05/05/2023,USUM72306548,"3,343","23,7",70418045,"19,968",17088080,60.0,39812848,"590,392","292,327",95802273,767711351,82291,13.0,6994,2355.0,4.0,45507,,18424276,9562,,519634,1.0,
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,10/02/2017,USUM71700560,"3,354","23,7",571538542,"59,626",15052991,64.0,798537539,5042041,"25,893",15112958,68206300,195190281,100.0,84986,15.0,48.0,173715,24.0,58782918,33474,,8340225,0.0,
Afterglow,#NOME?,Ed Sheeran,01/01/2020,GBAHS2001193,"3,345","23,7",461495506,"64,344",35844454,63.0,183828202,2212191,"224,6",65566122,574322224,8907151,150.0,231033,81.0,51.0,659475,37.0,20459070,7837,,4121636,0.0,
FALSO,FALSO,FALSO,22/05/2024,FRX762464095,"3,355","23,7",4177077,267,3686411,63.0,10927692,"75,044",,,,,3.0,696,,2.0,1567756,,101,,,53530,0.0,
Mr. Brightside,Hot Fuss,The Killers,01/01/2004,USIR20400274,"3,346","23,7",2174022106,"326,294",118562432,81.0,183968852,1687112,"95,566",41707356,294739225,3411865,293.0,210197,217.0,117.0,1001045,51.0,782100080,350688,,8538303,0.0,
Promiscuous,Loose (Japan Version),Nelly Furtado,01/01/2006,USUM70603473,"3,348","23,7",1194124781,"235,618",114628125,78.0,810297837,4900990,1041808,255818121,1795501997,1078272185,164.0,74370,337.0,54.0,595457,52.0,483978772,318408,6774273,6254052,0.0,
Black Swan,Black Swan,BTS,17/01/2020,QM4TW2013921,"3,342","23,7",459923962,"28,314",17354782,64.0,603350721,14962059,"358,089",106610222,535835122,128964343,23.0,1,1.0,9.0,255382,8.0,2581189,10811,,1357648,0.0,
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,27/05/2022,USA2P2146867,"3,352","23,7",210513394,"16,039",9403249,67.0,270821476,4018096,"168,012",137124191,797795448,200554634,11.0,2036,6.0,5.0,41405,16.0,830831,761,,432666,0.0,
i'm yours,i'm yours,Isabel LaRosa,28/10/2022,USRC12203917,"3,361","23,7",320296093,"42,685",19725874,76.0,27153913,493,"5,3",4801108,38533990,,14.0,1032,14.0,17.0,284750,2.0,1803985,1625,3922370,343605,0.0,
Sonchadi | Coke Studio Bharat,Sonchadi | Coke Studio Bharat,digV,08/05/2024,INUM72400400,"3,349","23,7",1315948,67,"879,894",60.0,19302655,"252,094",,,,,,,,,,3.0,,,,7198,0.0,
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,21/10/2011,USAT21102233,"3,344","23,7",1431126152,"79,665",12101555,65.0,192872269,1066231,"52,477",533633,1195592,,26.0,39051,,4.0,32298,,522661125,1107079,,8841027,0.0,
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,24/07/2020,INA1I2000881,"3,357","23,7",22148259,"2,293","380,137",56.0,772008576,3498265,"2,543",40007,477115,,,,,,,,,,,71475,0.0,
Carta Aberta,Carta Aberta,MC Cabelinho,27/11/2023,BKLVW2300013,"3,341","23,7",52754470,"6,54",6242659,,70458259,"761,575",,143,2495,582924880,1.0,33,,11.0,335654,9.0,267,,,98302,0.0,
Spongebob,Spongebob,Dante9k,28/01/2020,QZFYZ2047242,"3,356","23,7","902,103",800,"74,253",,,,6100000,3607884570,33359398879,,,9,43.0,,,,14108,,,,0.0,
The Thrill,The Thrill,Wiz Khalifa,11/11/2020,USA2P2033760,"3,35","23,7",362756358,"123,477",16148100,72.0,28737121,"359,092","125,196",39650616,374299600,,13.0,1160,,4.0,1227,7.0,21129445,7524,,579324,1.0,
Yana Yana,Yana Yana,Semicenk,03/02/2023,DGA082298936,"3,353","23,7",141236846,"15,605",2248819,65.0,167722502,"502,467","47,407",2261769,60945277,7986595,7.0,7925,,1.0,1566667,,,,,275879,0.0,
CIRCUS MAXIMUS,UTOPIA,Travis Scott,28/07/2023,USSM12305014,"3,366","23,6",90921914,"34,656",5338264,64.0,4568866,"49,813","1,115",253737,1606512,,3.0,162,,3.0,1435,10.0,215446,247,,81523,1.0,
What is Love,What Is Love,TWICE,09/04/2018,US5TA1800038,"3,365","23,6",442941122,"37,463",7860589,67.0,885861488,8213650,"477,246",138993009,995480226,50891052,21.0,2538,14.0,2.0,33570,,,,,702566,0.0,
SESSO E SAMBA (feat. Gaia),ICON,Tony Effe,22/05/2024,ITUM72400671,"3,376","23,6",16883730,865,9889978,69.0,5016567,"51,272",,,,,19.0,1580,,1.0,677370,24.0,5,,,84620,1.0,
Pieces,Pieces,Danilo Stankovic,17/09/2020,QZAKB2006575,"3,367","23,6",5467217,"2,314","485,008",39.0,"283,023","6,614",5119677,2672313847,28032695489,424623,3.0,18,,,,9.0,,,,167985,0.0,
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,15/11/2023,BRUM72300667,"3,387","23,6",74934765,"4,74",12977480,,78522265,"428,766","1,463",57816,1292457,347089830,8.0,86,,22.0,1917238,3.0,1843,,,37487,0.0,
Glue Song,Glue Song - Single,beabadoobee,15/02/2023,GBK3W2302568,"3,379","23,6",209167955,"35,685",21027013,73.0,35239823,"777,957","149,73",51782327,275970237,4638734,31.0,6565,877.0,5.0,20043,35.0,294510,1313,,186915,0.0,
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,17/03/2023,QM4TX2337349,"3,37","23,6",126698724,"18,316",17687961,70.0,59317671,"717,944","5,548",10658836,102518739,,1.0,1,,,,5.0,,,7853963,456679,1.0,
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & JessieÂ ,Gloria,Sam Smith,27/01/2023,GBUM72205420,"3,386","23,6",146921991,"18,446",17280612,61.0,37582359,"438,887","17,397",15319975,351979940,405838581,52.0,117393,63.0,22.0,522491,28.0,803647,663,239714,813738,0.0,
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,19/05/2017,USLD91702518,"3,377","23,6",82539441,"6,224",1056938,45.0,622214179,7775615,4511709,30197076,137325098,146516351,2.0,6,,,,,11277667,109738,,250574,0.0,
,,fellow fellow,29/08/2023,DGA072377012,"3,378","23,6",43756807,"6,019",1678608,61.0,122496150,"488,64",,13562600,143782439,34456773,10.0,1347,,,,,,,,90968,0.0,
Distraction,Distraction,Polo G,03/06/2022,USSM12204451,"3,383","23,6",103549505,"45,954",8112561,55.0,40937892,"673,845","10,162",2101769,21878255,513324738,22.0,3795,35.0,7.0,73406,8.0,6567553,1983,13099010,177908,1.0,
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,13/01/2023,KSA002300017,"3,372","23,6",218831350,"14,013",18896639,60.0,144395167,,"236,412",100972780,595970672,6017263,9.0,5595,32.0,7.0,478895,12.0,1673206,594,,322685,0.0,
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,23/02/2023,USUM72222551,"3,369","23,6",114323355,"16,398",4576843,64.0,97148590,"542,833","388,748",27314002,322572081,,10.0,1999,12.0,4.0,117154,,9369281,697,,352127,0.0,
Bussin (with Rob49),Bussin (with Rob49),Moneybagg Yo,29/03/2024,USUM72403387,"3,368","23,6",8635035,"1,798",5447625,,10028217,"114,938",,,,4441624,13.0,3,103.0,3.0,1339895,18.0,8250159,1410,1167515,119242,1.0,
back to the moon,a Gift & a Curse,Gunna,16/06/2023,USAT22306571,"3,373","23,6",65374827,"33,151",5818874,63.0,30059409,"305,484","8,01",1144996,11013533,161795530,28.0,206,5.0,2.0,71278,6.0,2576261,1393,,203363,1.0,
FourFiveSeconds,FourFiveSeconds,Rihanna,24/01/2015,USJMT1500001,"3,374","23,6",1134470968,"131,102",42604016,72.0,571589993,3107613,,2626,5272,226680849,93.0,44682,13.0,90.0,481520,13.0,222350639,113223,,8909457,0.0,
Washing Machine Heart,Be the Cowboy,Mitski,17/08/2018,USJ5G1815012,"3,388","23,6",743015700,"133,098",31345611,77.0,177148832,2616878,"199,978",173568712,1004422009,330,14.0,647,250.0,,,29.0,4304887,16043,12250564,1821714,0.0,
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,03/03/2023,USKRS2374406,"3,371","23,6","53,305",79,"1,893",8.0,260221988,"675,745",2,91,3074,,,13,,,,,911,,,,0.0,
HACIENDO QUE ME AMAS,EL ULTIMO TOUR DEL M,Bad Bunny,27/11/2020,QMFME2066843,"3,384","23,6",391087418,"53,386",13266439,66.0,367082304,2697123,"6,576",12303446,88351589,3881,16.0,10,,23.0,26018,2.0,19231071,3418,,897314,1.0,
Little Things,Little Things,Jorja Smith,11/05/2023,QM4TX2344810,"3,38","23,6",46615691,"29,693",4972570,54.0,6255853,"83,064","250,198",50398483,758814572,55794,44.0,15021,11.0,10.0,48863,12.0,380027,222,985463,591008,0.0,
Dead Man Walking,Dead Man Walking,Brent Faiyaz,18/09/2020,QM24S2006908,"3,382","23,6",390893607,"109,9",16744963,66.0,94620680,"974,74","29,802",58116176,368523039,1642953,32.0,1122,6.0,3.0,8243,6.0,12496672,4523,3841582,927120,1.0,
Mil Preguntas,Mil Preguntas,Q' Lokura,11/04/2024,QM6MZ2414114,"3,385","23,6",11700613,954,5000862,67.0,27516261,"109,14",,,,,1.0,88,,6.0,287421,,,,,15738,0.0,
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,19/10/2018,USUM71903117,"3,375","23,6",625999943,"100,418",27719646,73.0,,,"356,553",51219101,415561032,,50.0,508,18.0,16.0,107447,7.0,123803373,45985,28120837,3138768,1.0,
Ball If I Want To,Ball If I Want To,DaBaby,18/06/2021,USUM72109804,"3,418","23,5",216934691,"65,171",14450198,60.0,70627607,1101053,"245,749",133687791,1016363322,41724867,33.0,8865,94.0,15.0,117489,12.0,46773968,16072,8702695,603507,1.0,
As It Was,As It Was (Official Video),Harry Styles,31/03/2022,USSM22200594,"3,41","23,5",3299082422,1,1,,,,,,,,,,,,,,,,,,0.0,
dangerous,dangerous,21 Savage,10/01/2024,USSM12309167,"3,407","23,5",47098347,"15,845",17899427,,1767046,"28,517",,,,,7.0,198,,3.0,32708,12.0,1307483,186,,85831,1.0,
FALSO,Un Verano Sin Ti,Bad Bunny,06/05/2022,QM6MZ2214887,"3,398","23,5",348372811,"52,893",6523487,69.0,106600063,"684,118","25,9",16462263,154007395,99252847,12.0,1956,,,,,8024673,1451,,400999,0.0,
FALSO,O Melhor do Brasil,MC Kevinho,14/06/2018,USHM21860309,"3,395","23,5",,1,45,,1295405860,9977052,,,,147328763,,,,,,,,,,,0.0,
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,01/06/2023,TCJPW2320943,"3,414","23,5",1621055370,1,48,,,,,,,,,,,,,,,,,,1.0,
Bellaquita,Bellaquita,Dalex,06/09/2019,QM9WM1900144,"3,396","23,5",207093355,"33,813",5671029,55.0,683691095,3379761,"333,046",52979754,534205330,5645399,17.0,2393,12.0,2.0,2945,6.0,15446689,6361,,361062,1.0,
Limbo,Prestige,Daddy Yankee,01/01/2012,USNPD1200128,"3,4","23,5",508914869,"86,239",25204530,70.0,1529347092,6057759,"55,811",8937199,73318392,341710178,48.0,12567,67.0,39.0,272601,36.0,200834379,158798,330708,5615561,0.0,
Ah-Bop,Ah-Bop,Gene Ess,07/10/2022,USDY42287367,"3,39","23,5",,1,30,,359775065,"320,202",,,,,,1,,,,,,,,,0.0,
Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,08/03/2023,INH102303862,"3,417","23,5",40358575,"1,358",1211901,55.0,244162762,1098125,,,,1573017,3.0,8,,,,6.0,,,,34515,0.0,
Hayloft II,Inside (Deluxe),Mother Mother,28/01/2022,CAW112100716,"3,408","23,5",216252006,"55,274",8810602,70.0,164171809,2843492,"1,195",345600,3837839,90730940,13.0,7264,14.0,5.0,6002,13.0,2183502,4605,,565511,1.0,
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,24/02/2023,GBAYE2200465,"3,391","23,5",197096592,"36,98",10871819,62.0,33253817,"624,663","44,998",23983331,327222300,363746,14.0,14389,33.0,14.0,355332,20.0,2541495,973,,509357,1.0,
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,01/01/2010,USLF21000041,"3,402","23,5",841183589,"178,587",102898525,76.0,485860020,3227301,"27,671",7733399,64589027,188887432,112.0,2137,351.0,46.0,508592,18.0,793976863,382226,1444503,6644459,0.0,
DIE,KMT,Gazo,01/07/2022,FR9W12215357,"3,393","23,5",168211673,"38,142",4366481,62.0,112307349,"619,364",380,66718830,687903274,,40.0,10122,,19.0,581012,13.0,2128,,,874725,1.0,
You and Me,Leo,Shubh,05/01/2024,QMFMG2357542,"3,406","23,5",52919662,"3,838",3967859,67.0,58026963,"716,085",,,,29757537,11.0,113,,2.0,5934,5.0,22851,,,161254,0.0,
Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,05/04/2024,USRC12400865,"3,415","23,5",32679509,"4,502",36934463,,5253434,"136,619",,,,446313,34.0,1802,30.0,23.0,1118319,33.0,4267828,549,,83997,0.0,
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,14/12/2018,USSD11800386,"3,403","23,5",407025386,"32,596",12353977,62.0,742853552,2408323,"41,816",1175713,16922902,116399134,31.0,8549,51.0,11.0,177733,11.0,87201744,19602,,1862363,0.0,
El Incomprendido,El Incomprendido,Farruko,30/09/2021,USSD12100701,"3,412","23,5",186233910,"58,393",11050675,55.0,114487705,1160464,"51,939",5919470,95822904,6639701,46.0,51359,24.0,23.0,365413,19.0,22544548,5093,,2989432,1.0,
23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,01/01/2013,USUM71312049,"3,409","23,5",339514083,"62,118",14714742,63.0,1077541932,5697309,"791,577",18838361,164169789,149601135,26.0,5802,,12.0,40463,20.0,205205235,501321,,4621402,1.0,
Guay,Guay,Ozuna,18/04/2024,QM6MZ2440135,"3,392","23,5",25134764,"3,004",39535866,73.0,7120990,"109,558",,412,3319,2563216,22.0,2941,,23.0,2273951,21.0,955530,51,94933,104141,0.0,
Poesia Acustica #6,Poesia Acustica #6,Pineapple StormTv,24/12/2018,US7VG1878876,"3,397","23,5",290101322,"29,494",7278455,66.0,895286211,5619411,,,,5780216,7.0,304,,22.0,196695,9.0,,,,305405,1.0,
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,12/08/2016,USUM71603303,"3,405","23,5",658051344,"128,507",19018702,66.0,502542395,3470603,"310,468",28258632,172756577,33622630,65.0,4896,23.0,16.0,71832,,138182258,127406,,3394835,1.0,
Broke Boys,Her Loss,Drake,04/11/2022,USUG12208608,"3,399","23,5",143220845,"57,819",6493900,61.0,17892665,"186,286","8,535",2306269,26577093,,4.0,57,8.0,3.0,2699,12.0,11161976,2938,,333934,1.0,
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,22/11/2022,QZTB32217762,"3,389","23,5",185817317,"28,912",4118167,69.0,115720244,1632608,"125,31",30612777,237465039,20301,1.0,,,1.0,12642,,661275,2151,,675371,1.0,
Night Bus,Night Bus,KIDS,09/12/2022,DGA072230399,"3,401","23,5","5,316",9,219,,307185270,"750,059",,,,,,1,,,,,,,,3,0.0,
bad idea right?,bad idea right?,Olivia Rodrigo,11/08/2023,USUG12305006,"3,413","23,5",432831676,"2,667","913,63",,,,,,,,14.0,98159,,4.0,28068,,,,,,0.0,
What They Want,What They Want,Russ,28/07/2016,USSM11606200,"3,404","23,5",569767392,"102,907",12253671,68.0,468513022,3937324,"539,686",137326889,1026583434,16982165,65.0,715,,25.0,25133,,301411280,105587,,3181996,1.0,
